"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","0","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","0","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","0","0","10","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","0","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","0","33","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","0","0","24","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","0","0","63","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","0","0","52","3","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","0","0","7","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","0","0","7","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","0","0","2","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","0","0","46","6","0.000000","0","3"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","0","0","88","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","0","16","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","0","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","0","0","5","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","0","17","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","0","348","1","0.000000","0","0"
"/Game/Characters/Handyong/Main_Mat.Main_Mat","0","0","6","1","0.000000","0","0"
"/Game/Characters/Handyong/Hair_1_002.Hair_1_002","0","0","32","1","0.000000","0","0"
"/Game/VFX/Indicator/PlayerCircle_Ma.PlayerCircle_Ma","0","0","20","1","0.000000","0","0"
"/Game/VFX/SpecialAttack_2/SpecialRing_Ma.SpecialRing_Ma","0","0","32","1","0.000000","0","0"
"/Game/VFX/SwordSwipe/Stab.Stab","0","0","15","1","0.000000","0","0"
"/Game/VFX/Heal/HealingCircle.HealingCircle","0","0","32","1","0.000000","0","0"
"/Game/VFX/Heal/HealingFX2.HealingFX2","0","0","12","1","0.000000","0","0"
"/Game/VFX/Heal/HealingFX.HealingFX","0","0","12","1","0.000000","0","0"
"/Game/VFX/SwordSwipe/SwordTrail.SwordTrail","0","0","10","1","0.000000","0","0"
"/Game/Graphics/Loading_Screen/Loading_Icon.Loading_Icon","0","0","13","1","0.000000","0","0"
"/Game/VFX/Shield_Spark/Soark2.Soark2","0","0","12","1","0.000000","0","0"
"/Game/VFX/Shield_Spark/Soark1.Soark1","0","0","12","1","0.000000","0","0"
"/Game/Characters/Oryol/Oryol_Hair.Oryol_Hair","0","0","32","1","0.000000","0","0"
"/Game/Characters/Oryol/NewMaterial.NewMaterial","0","0","6","1","0.000000","0","0"
"/Game/VFX/GetEXP_Items_etc/GetEXP_Ma.GetEXP_Ma","0","0","32","1","0.000000","0","0"
"/Game/VFX/GetEXP_Items_etc/GetPoints_Ma.GetPoints_Ma","0","0","32","1","0.000000","0","0"
"/Game/Graphics/PlayerUI/SkillCD/SkillCD_MAt.SkillCD_MAt","0","0","13","1","0.000000","0","0"
"/Game/VFX/Torch_Fire/FireMaterial_1.FireMaterial_1","0","0","12","1","0.000000","0","0"
"/Game/VFX/BloodSplatter/Blood_Splatter_Mat.Blood_Splatter_Mat","0","0","12","1","0.000000","0","0"
"/Game/Characters/Handyong/Clothing.Clothing","0","0","14","1","0.000000","0","0"
"/Game/Characters/Handyong/Hair_1_001.Hair_1_001","0","0","32","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","0","0","10","1","0.000000","0","0"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialMeter.M_AudioMaterialMeter","0","0","13","1","0.000000","0","0"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialRoundedSlider.M_AudioMaterialRoundedSlider","0","0","25","1","0.000000","0","0"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialEnvelope_ADSR.M_AudioMaterialEnvelope_ADSR","0","0","25","1","0.000000","0","0"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialKnob.M_AudioMaterialKnob","0","0","13","1","0.000000","0","0"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialToggleButton.M_AudioMaterialToggleButton","0","0","13","1","0.000000","0","0"
"/Game/Materials/Weapon_MM.Weapon_MM","0","0","6","1","0.000000","0","6"
"/Game/VFX/Dash_Attack_Vat/Trail_Mat.Trail_Mat","0","0","18","1","0.000000","0","0"
"/Game/Weaponry/Shield/Shield_Ma.Shield_Ma","0","0","30","1","0.000000","0","0"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","0","0","92","6","0.000000","0","0"
"/Game/Graphics/UI/Intro/Intro_Mat.Intro_Mat","0","0","12","1","0.000000","0","0"
"/Game/Graphics/UI/Intro/Outro_Mat.Outro_Mat","0","0","12","1","0.000000","0","0"
"/Game/Materials/Rabot_MM.Rabot_MM","0","0","32","1","0.000000","0","32"
"/Game/Materials/Character_MM.Character_MM","0","0","12","2","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","0","0","32","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","0","0","32","1","0.000000","0","0"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","0","0","128","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","0","0","112","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","0","0","112","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","0","0","28","2","0.000000","0","0"
"/Game/Materials/VAT_MM/VAT_SoftBody_MM.VAT_SoftBody_MM","0","0","48","2","0.000000","0","0"
"/InterchangeAssets/gltf/M_Default.M_Default","0","0","128","6","0.000000","0","0"
"/Game/Materials/Landscape_MM.Landscape_MM","0","0","264","24","0.000000","0","1903"
"/Game/Materials/Opacity_Mat_MM.Opacity_Mat_MM","0","0","144","3","0.000000","0","96"
"/Game/Raw_Textures/BB_MM.BB_MM","0","0","32","1","0.000000","0","0"
"/Game/ENV/Collision_Mat.Collision_Mat","0","0","5","1","0.000000","0","0"
"/Game/Raw_Textures/Tandayag_Hair.Tandayag_Hair","0","0","32","1","0.000000","0","0"
"/Game/Props/LFM_Torch.LFM_Torch","0","0","17","1","0.000000","0","0"
"/Game/Props/Props_MM.Props_MM","0","0","18","2","0.000000","0","0"
"/Game/VFX/Dash_Attack_Vat/Indicator_MM.Indicator_MM","0","0","29","1","0.000000","0","0"
"/Game/Materials/Environment_MM.Environment_MM","0","0","9","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigGizmoMaterial.ControlRigGizmoMaterial","49","0","5","1","0.000000","0","0"
"/MeshModelingToolset/Materials/M_DynamicMeshComponentVtxColor.M_DynamicMeshComponentVtxColor","49","0","12","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_NoCollisionMaterial.PhAT_NoCollisionMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/PhAT_UnselectedMaterial.PhAT_UnselectedMaterial","49","0","6","1","0.000000","0","0"
"/Engine/EngineMaterials/GizmoMaterial.GizmoMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugMeshMaterial.DebugMeshMaterial","49","0","8","1","0.000000","0","0"
"/Engine/EngineMaterials/RemoveSurfaceMaterial.RemoveSurfaceMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineMaterials/NaniteHiddenSectionMaterial.NaniteHiddenSectionMaterial","49","0","19","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowTwoSidedVertexMaterial.DataflowTwoSidedVertexMaterial","49","0","17","1","0.000000","0","0"
"/Engine/EditorMaterials/Dataflow/DataflowVertexMaterial.DataflowVertexMaterial","49","0","9","1","0.000000","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","49","0","22","1","0.000000","0","0"
"/HairStrands/Materials/HairMeshesDefaultMaterial.HairMeshesDefaultMaterial","49","0","43","1","0.000000","0","0"
"/HairStrands/Materials/HairCardsDefaultMaterial.HairCardsDefaultMaterial","49","0","76","1","0.000000","0","0"
"/ControlRig/Controls/ControlRigXRayMaterial.ControlRigXRayMaterial","49","0","10","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","49","0","29","1","0.000000","0","0"
"/HairStrands/Materials/HairDefaultMaterial.HairDefaultMaterial","49","0","43","1","0.000000","0","0"
"/Engine/EditorLandscapeResources/SplineEditorMeshMat.SplineEditorMeshMat","49","0","21","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_SimpleUnlitTranslucent.M_SimpleUnlitTranslucent","49","0","6","1","0.000000","0","0"
"/Engine/EditorMaterials/Camera/CineMat.CineMat","49","0","12","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TranslucentTransformGizmoMaterial.TranslucentTransformGizmoMaterial","49","0","6","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Xray.Xray","49","0","6","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/Main.Main","49","0","6","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","44","1","0.000000","0","0"
"/Niagara/DefaultAssets/DefaultRIbbonMaterial.DefaultRibbonMaterial","49","0","34","1","0.000000","0","0"
"/Game/Characters/Rabot/aiStandardSurface5.aiStandardSurface5","49","0","15","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_WS_Normal_VT.FlattenMaterial_WS_Normal_VT","49","0","13","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial_VT.FlattenMaterial_VT","49","0","13","1","0.000000","0","0"
"/Engine/EngineMaterials/FlattenMaterial.FlattenMaterial","49","0","19","1","0.000000","0","0"
"/Engine/EngineMaterials/M_InvalidLightmapSettings.M_InvalidLightmapSettings","49","0","12","1","0.000000","0","0"
"/Engine/EngineMaterials/EmissiveMeshMaterial.EmissiveMeshMaterial","49","0","15","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultPostProcessMaterial.DefaultPostProcessMaterial","49","0","9","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","49","0","40","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultMaterial.DefaultMaterial","49","0","41","1","0.000000","0","0"
"/HairStrands/Materials/HairDebugMaterial.HairDebugMaterial","49","0","76","1","0.000000","0","0"
"/Paper2D/DefaultSpriteMaterial.DefaultSpriteMaterial","49","0","74","3","0.000000","0","0"
"/Engine/EngineMaterials/PhAT_JointLimitMaterial.PhAT_JointLimitMaterial","49","0","10","1","0.000000","0","0"
"/ControlRig/M_Manip.M_Manip","49","0","10","1","0.000000","0","0"
"/Engine/VREditor/TransformGizmo/TransformGizmoMaterial.TransformGizmoMaterial","49","0","5","1","0.000000","0","0"
"/Engine/EngineDebugMaterials/M_VolumeRenderSphereTracePP.M_VolumeRenderSphereTracePP","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/Widget3DPassThrough.Widget3DPassThrough","49","0","68","6","0.000000","0","6"
"/Engine/EngineSky/VolumetricClouds/m_SimpleVolumetricCloud.m_SimpleVolumetricCloud","49","0","92","1","0.000000","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","49","0","21","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationColor.PPM_DefaultCalibrationColor","49","0","7","1","0.000000","0","0"
"/Engine/EngineMaterials/PPM_DefaultCalibrationGrayscale.PPM_DefaultCalibrationGrayscale","49","0","7","1","0.000000","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","49","0","29","1","0.000000","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","49","0","993","1","0.000000","0","0"
"/Game/Characters/Handyong/Main_Mat.Main_Mat","49","0","9","1","0.000000","0","0"
"/Game/Characters/Handyong/Hair_1_002.Hair_1_002","49","0","39","1","0.000000","0","0"
"/Game/VFX/Indicator/PlayerCircle_Ma.PlayerCircle_Ma","49","0","27","1","0.000000","0","0"
"/Game/VFX/SpecialAttack_2/SpecialRing_Ma.SpecialRing_Ma","49","0","42","1","0.000000","0","0"
"/Game/VFX/SwordSwipe/Stab.Stab","49","0","23","1","0.000000","0","0"
"/Game/VFX/Heal/HealingCircle.HealingCircle","49","0","42","1","0.000000","0","0"
"/Game/VFX/Heal/HealingFX2.HealingFX2","49","0","18","1","0.000000","0","0"
"/Game/VFX/Heal/HealingFX.HealingFX","49","0","18","1","0.000000","0","0"
"/Game/VFX/SwordSwipe/SwordTrail.SwordTrail","49","0","16","1","0.000000","0","0"
"/Game/Graphics/Loading_Screen/Loading_Icon.Loading_Icon","49","0","15","1","0.000000","0","0"
"/Game/VFX/Shield_Spark/Soark2.Soark2","49","0","18","1","0.000000","0","0"
"/Game/VFX/Shield_Spark/Soark1.Soark1","49","0","18","1","0.000000","0","0"
"/Game/Characters/Oryol/Oryol_Hair.Oryol_Hair","49","0","39","1","0.000000","0","0"
"/Game/Characters/Oryol/NewMaterial.NewMaterial","49","0","9","1","0.000000","0","0"
"/Game/VFX/GetEXP_Items_etc/GetEXP_Ma.GetEXP_Ma","49","0","42","1","0.000000","0","0"
"/Game/VFX/GetEXP_Items_etc/GetPoints_Ma.GetPoints_Ma","49","0","42","1","0.000000","0","0"
"/Game/Graphics/PlayerUI/SkillCD/SkillCD_MAt.SkillCD_MAt","49","0","15","1","0.000000","0","0"
"/Game/VFX/Torch_Fire/FireMaterial_1.FireMaterial_1","49","0","18","1","0.000000","0","0"
"/Game/VFX/BloodSplatter/Blood_Splatter_Mat.Blood_Splatter_Mat","49","0","18","1","0.000000","0","0"
"/Game/Characters/Handyong/Clothing.Clothing","49","0","17","1","0.000000","0","0"
"/Game/Characters/Handyong/Hair_1_001.Hair_1_001","49","0","39","1","0.000000","0","0"
"/Engine/VREditor/SnapGrid/SnapGridMaterial.SnapGridMaterial","49","0","16","1","0.000000","0","0"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialMeter.M_AudioMaterialMeter","49","0","15","1","0.000000","0","0"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialRoundedSlider.M_AudioMaterialRoundedSlider","49","0","29","1","0.000000","0","0"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialEnvelope_ADSR.M_AudioMaterialEnvelope_ADSR","49","0","29","1","0.000000","0","0"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialKnob.M_AudioMaterialKnob","49","0","15","1","0.000000","0","0"
"/AudioWidgets/AudioMaterialSlate/M_AudioMaterialToggleButton.M_AudioMaterialToggleButton","49","0","15","1","0.000000","0","0"
"/Game/Materials/Weapon_MM.Weapon_MM","49","0","16","1","0.000000","0","16"
"/Game/VFX/Dash_Attack_Vat/Trail_Mat.Trail_Mat","49","0","27","1","0.000000","0","0"
"/Game/Weaponry/Shield/Shield_Ma.Shield_Ma","49","0","39","1","0.000000","0","0"
"/InterchangeAssets/gltf/M_Unlit.M_Unlit","49","0","180","6","0.000000","0","0"
"/Game/Graphics/UI/Intro/Intro_Mat.Intro_Mat","49","0","14","1","0.000000","0","0"
"/Game/Graphics/UI/Intro/Outro_Mat.Outro_Mat","49","0","14","1","0.000000","0","0"
"/Game/Materials/Rabot_MM.Rabot_MM","49","0","39","1","0.000000","0","39"
"/Game/Materials/Character_MM.Character_MM","49","0","18","2","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeBillboardMaster.SpeedTreeBillboardMaster","49","0","42","1","0.000000","0","0"
"/SpeedTreeImporter/SpeedTree9/SpeedTreeMaster.SpeedTreeMaster","49","0","42","1","0.000000","0","0"
"/InterchangeAssets/gltf/M_ClearCoat.M_ClearCoat","49","0","154","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_SpecularGlossiness.M_SpecularGlossiness","49","0","138","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_Sheen.M_Sheen","49","0","138","6","0.000000","0","0"
"/InterchangeAssets/gltf/M_Transmission.M_Transmission","49","0","34","2","0.000000","0","0"
"/Game/Materials/VAT_MM/VAT_SoftBody_MM.VAT_SoftBody_MM","49","0","66","2","0.000000","0","0"
"/InterchangeAssets/gltf/M_Default.M_Default","49","0","154","6","0.000000","0","0"
"/Game/Materials/Landscape_MM.Landscape_MM","49","0","432","24","0.000000","0","3114"
"/Game/Materials/Opacity_Mat_MM.Opacity_Mat_MM","49","0","180","3","0.000000","0","120"
"/Game/Raw_Textures/BB_MM.BB_MM","49","0","42","1","0.000000","0","0"
"/Game/ENV/Collision_Mat.Collision_Mat","49","0","8","1","0.000000","0","0"
"/Game/Raw_Textures/Tandayag_Hair.Tandayag_Hair","49","0","39","1","0.000000","0","0"
"/Game/Props/LFM_Torch.LFM_Torch","49","0","29","1","0.000000","0","0"
"/Game/Props/Props_MM.Props_MM","49","0","30","2","0.000000","0","0"
"/Game/VFX/Dash_Attack_Vat/Indicator_MM.Indicator_MM","49","0","38","1","0.000000","0","0"
"/Game/Materials/Environment_MM.Environment_MM","49","0","15","1","0.000000","0","0"
